locus_tag	ftype	length_bp	gene	EC_number	COG	product
IIFJEAJK_06040	CDS	990	ghrB_2	1.1.1.81		Glyoxylate/hydroxypyruvate reductase B
IIFJEAJK_06041	CDS	1425	nylA_1	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
IIFJEAJK_06042	CDS	666				hypothetical protein
IIFJEAJK_06043	CDS	774	pheC_2			Cyclohexadienyl dehydratase
IIFJEAJK_06044	CDS	837				hypothetical protein
IIFJEAJK_06045	CDS	1230	livK		COG0683	Leucine-specific-binding protein
IIFJEAJK_06046	CDS	1227				hypothetical protein
IIFJEAJK_06047	CDS	1227				hypothetical protein
IIFJEAJK_06048	CDS	1227				hypothetical protein
IIFJEAJK_06049	CDS	1233				hypothetical protein
IIFJEAJK_06050	CDS	1284	ttuD_2	1.1.1.81		Putative hydroxypyruvate reductase
IIFJEAJK_06051	CDS	987				hypothetical protein
IIFJEAJK_06052	CDS	204				hypothetical protein
IIFJEAJK_06053	CDS	726				hypothetical protein
IIFJEAJK_06054	CDS	1170		1.3.1.-	COG3268	Putative trans-acting enoyl reductase
IIFJEAJK_06055	CDS	486				hypothetical protein
IIFJEAJK_06056	CDS	519	slyA_5			Transcriptional regulator SlyA
IIFJEAJK_06057	CDS	1041				hypothetical protein
IIFJEAJK_06058	CDS	1770	btuD_23	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
IIFJEAJK_06059	CDS	732	livF_26		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IIFJEAJK_06060	CDS	513				hypothetical protein
IIFJEAJK_06061	CDS	1149				hypothetical protein
IIFJEAJK_06062	CDS	420		3.1.2.23		4-hydroxybenzoyl-CoA thioesterase
IIFJEAJK_06063	CDS	762		1.-.-.-		putative oxidoreductase
IIFJEAJK_06064	CDS	1872	menE_6	6.2.1.26		2-succinylbenzoate--CoA ligase
IIFJEAJK_06065	CDS	795	dmdD	4.2.1.155	COG1024	Methylthioacryloyl-CoA hydratase
IIFJEAJK_06066	CDS	462				hypothetical protein
IIFJEAJK_06067	CDS	1317	dctM_4		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
IIFJEAJK_06068	CDS	567				hypothetical protein
IIFJEAJK_06069	CDS	1023			COG1638	Solute-binding protein
IIFJEAJK_06070	CDS	1170	pobA_2	1.14.13.2	COG0654	p-hydroxybenzoate hydroxylase
IIFJEAJK_06071	CDS	456				hypothetical protein
IIFJEAJK_06072	CDS	876	dmlR_11			HTH-type transcriptional regulator DmlR
IIFJEAJK_06073	CDS	636				hypothetical protein
IIFJEAJK_06074	CDS	732				hypothetical protein
IIFJEAJK_06075	CDS	234				hypothetical protein
IIFJEAJK_06076	CDS	699				hypothetical protein
IIFJEAJK_06077	CDS	327				hypothetical protein
IIFJEAJK_06078	CDS	402				hypothetical protein
IIFJEAJK_06079	CDS	408				hypothetical protein
IIFJEAJK_06080	CDS	1410				hypothetical protein
IIFJEAJK_06081	CDS	783				hypothetical protein
IIFJEAJK_06082	CDS	762	srlR		COG1349	Glucitol operon repressor
IIFJEAJK_06083	CDS	999	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
IIFJEAJK_06084	CDS	1308	dtnK	2.7.1.219	COG3395	D-threonate kinase
IIFJEAJK_06085	CDS	1041	kdgT			2-keto-3-deoxygluconate permease
IIFJEAJK_06086	CDS	150				hypothetical protein
IIFJEAJK_06087	CDS	468				hypothetical protein
IIFJEAJK_06088	tRNA	76				tRNA-Lys(ctt)
IIFJEAJK_06089	CDS	591				hypothetical protein
IIFJEAJK_06090	CDS	1284	dctM_5		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
IIFJEAJK_06091	CDS	573	dctQ		COG3090	C4-dicarboxylate TRAP transporter small permease protein DctQ
IIFJEAJK_06092	CDS	1005	dctP_2		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
IIFJEAJK_06093	CDS	1062				hypothetical protein
IIFJEAJK_06094	CDS	354				hypothetical protein
IIFJEAJK_06095	CDS	918				hypothetical protein
IIFJEAJK_06096	CDS	279				hypothetical protein
IIFJEAJK_06097	CDS	972	dapD_2	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
IIFJEAJK_06098	CDS	2787		1.17.1.9		Putative formate dehydrogenase
IIFJEAJK_06099	CDS	1713				hypothetical protein
IIFJEAJK_06100	CDS	1254	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
IIFJEAJK_06101	CDS	885	fdhD_3		COG1526	Sulfur carrier protein FdhD
IIFJEAJK_06102	CDS	633	mobA_2	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
IIFJEAJK_06103	CDS	639				hypothetical protein
IIFJEAJK_06104	CDS	993	argP_2			HTH-type transcriptional regulator ArgP
IIFJEAJK_06105	CDS	1593	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
IIFJEAJK_06106	CDS	1014				hypothetical protein
IIFJEAJK_06107	CDS	942		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
IIFJEAJK_06108	CDS	1011				hypothetical protein
IIFJEAJK_06109	CDS	882	livH_24		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
IIFJEAJK_06110	CDS	705	livF_27		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IIFJEAJK_06111	CDS	774	lptB_12	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
IIFJEAJK_06112	CDS	1311				hypothetical protein
IIFJEAJK_06113	CDS	765	ais_3	5.3.3.7		Aconitate isomerase
IIFJEAJK_06114	CDS	234				hypothetical protein
IIFJEAJK_06115	CDS	927	tesB_2	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
IIFJEAJK_06116	CDS	1116				hypothetical protein
IIFJEAJK_06117	CDS	1224				hypothetical protein
IIFJEAJK_06118	CDS	1554	lcfB_10	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IIFJEAJK_06119	CDS	1062		2.7.1.-	COG3173	Putative aminoglycoside phosphotransferase
IIFJEAJK_06120	CDS	510				hypothetical protein
IIFJEAJK_06121	CDS	1260	cbdA_3	1.14.12.13		2-halobenzoate 1,2-dioxygenase large subunit
IIFJEAJK_06122	CDS	498	cmtAc			p-cumate 2,3-dioxygenase system, small oxygenase component
IIFJEAJK_06123	CDS	795		3.8.1.7		4-chlorobenzoyl coenzyme A dehalogenase
IIFJEAJK_06124	CDS	741	fabG_14	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IIFJEAJK_06125	CDS	936	mlhB_2	3.1.1.83		Monoterpene epsilon-lactone hydrolase
IIFJEAJK_06126	CDS	1194	acrC_3	1.3.1.95		Acryloyl-CoA reductase (NADH)
IIFJEAJK_06127	CDS	747	kefF	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
IIFJEAJK_06128	CDS	1161			COG0683	Leu/Ile/Val-binding protein 
IIFJEAJK_06129	CDS	1047				hypothetical protein
IIFJEAJK_06130	CDS	873	livH_25		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
IIFJEAJK_06131	CDS	1935		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
IIFJEAJK_06132	CDS	795	lptB_13	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
IIFJEAJK_06133	CDS	852	livF_28		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IIFJEAJK_06134	CDS	1311				hypothetical protein
IIFJEAJK_06135	CDS	636	betI_4			HTH-type transcriptional regulator BetI
IIFJEAJK_06136	CDS	489				hypothetical protein
IIFJEAJK_06137	CDS	1203	ampC_2	3.5.2.6		Beta-lactamase
IIFJEAJK_06138	CDS	315				hypothetical protein
IIFJEAJK_06139	CDS	1455	glgA1	2.4.1.21	COG0297	Glycogen synthase 1
IIFJEAJK_06140	CDS	1263	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
IIFJEAJK_06141	CDS	1233	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
IIFJEAJK_06142	CDS	996				hypothetical protein
IIFJEAJK_06143	CDS	204				hypothetical protein
IIFJEAJK_06144	CDS	1299			COG1680	putative protein
IIFJEAJK_06145	CDS	1377				hypothetical protein
IIFJEAJK_06146	CDS	426				hypothetical protein
IIFJEAJK_06147	CDS	162				hypothetical protein
IIFJEAJK_06148	CDS	933				hypothetical protein
IIFJEAJK_06149	CDS	435				hypothetical protein
IIFJEAJK_06150	CDS	429	teaD		COG0589	TRAP-T-associated universal stress protein TeaD
IIFJEAJK_06151	CDS	297				hypothetical protein
IIFJEAJK_06152	CDS	294				hypothetical protein
IIFJEAJK_06153	CDS	738				hypothetical protein
IIFJEAJK_06154	CDS	1626	asD	2.6.1.1		Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase
IIFJEAJK_06155	CDS	1692	aspT_1			Aspartate/alanine antiporter
IIFJEAJK_06156	CDS	1695	aspT_2			Aspartate/alanine antiporter
IIFJEAJK_06157	CDS	648				hypothetical protein
IIFJEAJK_06158	CDS	1221	rfnT_2			Riboflavin transporter RfnT
IIFJEAJK_06159	CDS	876				hypothetical protein
IIFJEAJK_06160	CDS	1311				hypothetical protein
IIFJEAJK_06161	CDS	681				hypothetical protein
IIFJEAJK_06162	CDS	411				hypothetical protein
IIFJEAJK_06163	CDS	1140	mmgC_7	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
IIFJEAJK_06164	CDS	2808	malT			HTH-type transcriptional regulator MalT
IIFJEAJK_06165	CDS	1176	smtB	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
IIFJEAJK_06166	CDS	501	fabG_15	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IIFJEAJK_06167	CDS	762	dpgD_4	4.2.1.17		Enoyl-CoA-hydratase
IIFJEAJK_06168	CDS	1233				hypothetical protein
IIFJEAJK_06169	CDS	1566	lcfB_11	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IIFJEAJK_06170	CDS	1233	fadA_8	2.3.1.-	COG0183	Putative acyltransferase
IIFJEAJK_06171	CDS	1041				hypothetical protein
IIFJEAJK_06172	CDS	1026	pkn1_3	2.7.11.1	COG0515	Serine/threonine-protein kinase pkn1
IIFJEAJK_06173	CDS	1656	atsA	3.1.6.1	COG3119	Arylsulfatase
IIFJEAJK_06174	CDS	339				hypothetical protein
IIFJEAJK_06175	CDS	243				hypothetical protein
IIFJEAJK_06176	CDS	942	yiaV_2		COG1566	Inner membrane protein YiaV
IIFJEAJK_06177	CDS	285				hypothetical protein
IIFJEAJK_06178	CDS	168				hypothetical protein
IIFJEAJK_06179	CDS	258	dmfA2_2	3.5.1.56		N,N-dimethylformamidase beta subunit
IIFJEAJK_06180	CDS	696	dmfA2_3	3.5.1.56		N,N-dimethylformamidase beta subunit
IIFJEAJK_06181	CDS	708				hypothetical protein
IIFJEAJK_06182	CDS	390	dmfA2_4	3.5.1.56		N,N-dimethylformamidase beta subunit
IIFJEAJK_06183	CDS	381				hypothetical protein
IIFJEAJK_06184	CDS	1161				hypothetical protein
IIFJEAJK_06185	CDS	1947	virD4			Protein VirD4
IIFJEAJK_06186	CDS	1032			COG0630	Type IV secretion system protein VirB11
IIFJEAJK_06187	CDS	1146			COG2948	Type IV secretion system protein virB10
IIFJEAJK_06188	CDS	852	virB9		COG3504	Type IV secretion system protein virB9
IIFJEAJK_06189	CDS	672	virB8		COG3736	Type IV secretion system protein virB8
IIFJEAJK_06190	CDS	987				hypothetical protein
IIFJEAJK_06191	CDS	249				hypothetical protein
IIFJEAJK_06192	CDS	723				hypothetical protein
IIFJEAJK_06193	CDS	2367	virB4_2		COG3451	Type IV secretion system protein virB4
IIFJEAJK_06194	CDS	339	virB3		COG3702	Type IV secretion system protein virB3
IIFJEAJK_06195	CDS	297				hypothetical protein
IIFJEAJK_06196	CDS	570				hypothetical protein
IIFJEAJK_06197	CDS	636				hypothetical protein
IIFJEAJK_06198	CDS	732	traR_2			putative transcriptional activator protein TraR
IIFJEAJK_06199	CDS	258				hypothetical protein
IIFJEAJK_06200	CDS	177				hypothetical protein
IIFJEAJK_06201	CDS	891				hypothetical protein
IIFJEAJK_06202	CDS	606				hypothetical protein
IIFJEAJK_06203	CDS	5103				hypothetical protein
IIFJEAJK_06204	CDS	1686	noc_3			Nucleoid occlusion protein
IIFJEAJK_06205	CDS	477				hypothetical protein
IIFJEAJK_06206	CDS	891				hypothetical protein
IIFJEAJK_06207	CDS	588				hypothetical protein
IIFJEAJK_06208	CDS	927	traC_3	2.7.7.-		DNA primase TraC
IIFJEAJK_06209	CDS	639	ureG_1			Urease accessory protein UreG
IIFJEAJK_06210	CDS	1662				hypothetical protein
IIFJEAJK_06211	CDS	1029	ccp	1.11.1.5	COG1858	Cytochrome c551 peroxidase
IIFJEAJK_06212	CDS	162				hypothetical protein
IIFJEAJK_06213	CDS	1056				hypothetical protein
IIFJEAJK_06214	CDS	366				hypothetical protein
IIFJEAJK_06215	CDS	2907				hypothetical protein
IIFJEAJK_06216	CDS	549	ecfG_1			ECF RNA polymerase sigma factor EcfG
IIFJEAJK_06217	CDS	204				hypothetical protein
IIFJEAJK_06218	CDS	813	phyR			Phyllosphere-induced regulator PhyR
IIFJEAJK_06219	CDS	1212		1.14.99.15		Cytochrome p450 CYP199A2
IIFJEAJK_06220	CDS	729				hypothetical protein
IIFJEAJK_06221	CDS	129				hypothetical protein
IIFJEAJK_06222	CDS	141				hypothetical protein
IIFJEAJK_06223	CDS	252				hypothetical protein
IIFJEAJK_06224	CDS	177				hypothetical protein
IIFJEAJK_06225	CDS	195				hypothetical protein
IIFJEAJK_06226	CDS	174				hypothetical protein
IIFJEAJK_06227	CDS	387	crcB_1			Putative fluoride ion transporter CrcB
IIFJEAJK_06228	CDS	255				hypothetical protein
IIFJEAJK_06229	CDS	255				hypothetical protein
IIFJEAJK_06230	CDS	681				hypothetical protein
IIFJEAJK_06231	CDS	927				hypothetical protein
IIFJEAJK_06232	CDS	183				hypothetical protein
IIFJEAJK_06233	CDS	174				hypothetical protein
IIFJEAJK_06234	CDS	1269	intS		COG0582	Prophage integrase IntS
IIFJEAJK_06235	CDS	471				hypothetical protein
IIFJEAJK_06236	CDS	882				hypothetical protein
IIFJEAJK_06237	CDS	1482		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
IIFJEAJK_06238	CDS	1410				hypothetical protein
IIFJEAJK_06239	CDS	2337				hypothetical protein
IIFJEAJK_06240	CDS	639	pinR	3.1.22.-	COG1961	Serine recombinase PinR
IIFJEAJK_06241	CDS	753				hypothetical protein
IIFJEAJK_06242	CDS	513				hypothetical protein
IIFJEAJK_06243	CDS	696				hypothetical protein
IIFJEAJK_06244	CDS	195				hypothetical protein
IIFJEAJK_06245	CDS	750				hypothetical protein
IIFJEAJK_06246	CDS	393				hypothetical protein
IIFJEAJK_06247	CDS	441				hypothetical protein
IIFJEAJK_06248	CDS	372				hypothetical protein
IIFJEAJK_06249	CDS	294				hypothetical protein
IIFJEAJK_06250	CDS	2073	rsxB			Electron transport complex subunit RsxB
IIFJEAJK_06251	CDS	756				hypothetical protein
IIFJEAJK_06252	CDS	540				hypothetical protein
IIFJEAJK_06253	CDS	1008				hypothetical protein
IIFJEAJK_06254	CDS	516				hypothetical protein
IIFJEAJK_06255	CDS	618				hypothetical protein
IIFJEAJK_06256	CDS	780	torD			Chaperone protein TorD
IIFJEAJK_06257	CDS	219				hypothetical protein
IIFJEAJK_06258	CDS	2943	napA	1.7.99.4		Nitrate reductase
IIFJEAJK_06259	CDS	597	fdhB1		COG0437	Formate dehydrogenase iron-sulfur subunit
IIFJEAJK_06260	CDS	993				hypothetical protein
IIFJEAJK_06261	CDS	123				hypothetical protein
IIFJEAJK_06262	CDS	765				hypothetical protein
IIFJEAJK_06263	CDS	318				hypothetical protein
IIFJEAJK_06264	CDS	420				hypothetical protein
IIFJEAJK_06265	CDS	1059	ydiK		COG0628	Putative transport protein YdiK
IIFJEAJK_06266	CDS	438				hypothetical protein
IIFJEAJK_06267	CDS	669	fixK_2		COG0664	Nitrogen fixation regulation protein FixK
IIFJEAJK_06268	CDS	1749	sasA_19	2.7.-.-		Adaptive-response sensory-kinase SasA
IIFJEAJK_06269	CDS	633	tmoT_3			Response regulator protein TmoT
IIFJEAJK_06270	CDS	330	tmoT_4			Response regulator protein TmoT
IIFJEAJK_06271	CDS	582				hypothetical protein
IIFJEAJK_06272	CDS	888				hypothetical protein
IIFJEAJK_06273	CDS	1695			COG0659	putative sulfate transporter
IIFJEAJK_06274	CDS	2751	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
IIFJEAJK_06275	CDS	435				hypothetical protein
IIFJEAJK_06276	CDS	801		2.7.4.1		Polyphosphate:ADP phosphotransferase 3
IIFJEAJK_06277	CDS	456				hypothetical protein
IIFJEAJK_06278	CDS	426				hypothetical protein
IIFJEAJK_06279	CDS	1233	yiaV_3		COG1566	Inner membrane protein YiaV
IIFJEAJK_06280	CDS	414				hypothetical protein
IIFJEAJK_06281	CDS	1338				hypothetical protein
IIFJEAJK_06282	CDS	903				hypothetical protein
IIFJEAJK_06283	CDS	762	aadR_1		COG0664	Transcriptional activatory protein AadR
IIFJEAJK_06284	CDS	363				hypothetical protein
IIFJEAJK_06285	CDS	207				hypothetical protein
IIFJEAJK_06286	CDS	192				hypothetical protein
IIFJEAJK_06287	CDS	213				hypothetical protein
IIFJEAJK_06288	CDS	219				hypothetical protein
IIFJEAJK_06289	CDS	870				hypothetical protein
IIFJEAJK_06290	CDS	669				hypothetical protein
IIFJEAJK_06291	CDS	1113				hypothetical protein
IIFJEAJK_06292	CDS	786	crt_10	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
IIFJEAJK_06293	CDS	435				hypothetical protein
IIFJEAJK_06294	CDS	648	gstA_1	2.5.1.18	COG0625	Glutathione S-transferase GstA
IIFJEAJK_06295	CDS	999				hypothetical protein
IIFJEAJK_06296	CDS	411				hypothetical protein
IIFJEAJK_06297	CDS	714	nfnB	1.-.-.-	COG0778	Nitroreductase NfnB
IIFJEAJK_06298	CDS	1251		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
IIFJEAJK_06299	CDS	1248		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
IIFJEAJK_06300	CDS	1128	acrC_4	1.3.1.95		Acryloyl-CoA reductase (NADH)
IIFJEAJK_06301	CDS	1869	menE_7	6.2.1.26		2-succinylbenzoate--CoA ligase
IIFJEAJK_06302	CDS	807		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
IIFJEAJK_06303	CDS	759		1.-.-.-		putative oxidoreductase
IIFJEAJK_06304	CDS	729				hypothetical protein
IIFJEAJK_06305	CDS	1173	fadA_9	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
IIFJEAJK_06306	CDS	1545		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
IIFJEAJK_06307	CDS	507				hypothetical protein
IIFJEAJK_06308	CDS	1155		3.3.2.10		Epoxide hydrolase B
IIFJEAJK_06309	CDS	972				hypothetical protein
IIFJEAJK_06310	CDS	1473	gatA_5	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
IIFJEAJK_06311	CDS	354				hypothetical protein
IIFJEAJK_06312	CDS	1089		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
IIFJEAJK_06313	CDS	1818	caiA_4	1.3.99.-		Crotonobetainyl-CoA dehydrogenase
IIFJEAJK_06314	CDS	702		1.-.-.-		putative oxidoreductase
IIFJEAJK_06315	CDS	831	echA8_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
IIFJEAJK_06316	CDS	171				hypothetical protein
IIFJEAJK_06317	CDS	177				hypothetical protein
IIFJEAJK_06318	CDS	1434		3.4.24.-	COG0612	putative zinc protease
IIFJEAJK_06319	CDS	1461				hypothetical protein
IIFJEAJK_06320	CDS	711				hypothetical protein
IIFJEAJK_06321	CDS	324				hypothetical protein
IIFJEAJK_06322	CDS	594				hypothetical protein
IIFJEAJK_06323	CDS	2118	invA		COG4789	Invasion protein InvA
IIFJEAJK_06324	CDS	426				hypothetical protein
IIFJEAJK_06325	CDS	537				hypothetical protein
IIFJEAJK_06326	CDS	891				hypothetical protein
IIFJEAJK_06327	CDS	234				hypothetical protein
IIFJEAJK_06328	CDS	159				hypothetical protein
IIFJEAJK_06329	CDS	1788	nopX			Nodulation outer protein X
IIFJEAJK_06330	CDS	939				hypothetical protein
IIFJEAJK_06331	misc_RNA	216				Cobalamin
IIFJEAJK_06332	CDS	1890	nrdZ	1.17.4.1	COG0209	Vitamin B12-dependent ribonucleoside-diphosphate reductase
IIFJEAJK_06333	CDS	1074	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
IIFJEAJK_06334	CDS	816				hypothetical protein
IIFJEAJK_06335	CDS	702				hypothetical protein
IIFJEAJK_06336	CDS	867	nolT			Nodulation protein NolT
IIFJEAJK_06337	CDS	633	nolU			Nodulation protein NolU
IIFJEAJK_06338	CDS	624				hypothetical protein
IIFJEAJK_06339	CDS	1356	yscN_1	3.6.3.14		putative ATP synthase YscN
IIFJEAJK_06340	CDS	537				hypothetical protein
IIFJEAJK_06341	CDS	1110				hypothetical protein
IIFJEAJK_06342	CDS	666	spaP		COG4790	Surface presentation of antigens protein SpaP
IIFJEAJK_06343	CDS	276				hypothetical protein
IIFJEAJK_06344	CDS	822	spaR		COG4791	Surface presentation of antigens protein SpaR
IIFJEAJK_06345	CDS	1038	yscU			Yop proteins translocation protein U
IIFJEAJK_06346	CDS	579				hypothetical protein
IIFJEAJK_06347	CDS	2286	mtgA_3	2.4.2.-		Monofunctional biosynthetic peptidoglycan transglycosylase
IIFJEAJK_06348	CDS	537				hypothetical protein
IIFJEAJK_06349	CDS	1584	bmr3			Multidrug resistance protein 3
IIFJEAJK_06350	CDS	1257				hypothetical protein
IIFJEAJK_06351	CDS	876	livH_26		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
IIFJEAJK_06352	CDS	927				hypothetical protein
IIFJEAJK_06353	CDS	1479	btuD_24	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
IIFJEAJK_06354	CDS	1242	braC_8		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
IIFJEAJK_06355	CDS	1215		1.6.-.-		NADH dehydrogenase-like protein
IIFJEAJK_06356	CDS	1635	ilvI_3	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
IIFJEAJK_06357	CDS	165				hypothetical protein
IIFJEAJK_06358	CDS	228				hypothetical protein
IIFJEAJK_06359	CDS	978	ku_3		COG1273	Non-homologous end joining protein Ku
IIFJEAJK_06360	CDS	153				hypothetical protein
IIFJEAJK_06361	CDS	159				hypothetical protein
IIFJEAJK_06362	CDS	198				hypothetical protein
IIFJEAJK_06363	CDS	279				hypothetical protein
IIFJEAJK_06364	CDS	417				hypothetical protein
IIFJEAJK_06365	CDS	1029	galE1_2	5.1.3.2	COG1088	UDP-glucose 4-epimerase
IIFJEAJK_06366	CDS	258				hypothetical protein
IIFJEAJK_06367	CDS	210				hypothetical protein
IIFJEAJK_06368	CDS	183				hypothetical protein
IIFJEAJK_06369	CDS	318				hypothetical protein
IIFJEAJK_06370	CDS	306				hypothetical protein
IIFJEAJK_06371	CDS	1443				hypothetical protein
IIFJEAJK_06372	CDS	609				hypothetical protein
IIFJEAJK_06373	CDS	777	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
IIFJEAJK_06374	CDS	1284				hypothetical protein
IIFJEAJK_06375	CDS	264				hypothetical protein
IIFJEAJK_06376	CDS	309				hypothetical protein
IIFJEAJK_06377	CDS	1185				hypothetical protein
IIFJEAJK_06378	CDS	1470				hypothetical protein
IIFJEAJK_06379	CDS	1326	nifS_2	2.8.1.7	COG1104	Cysteine desulfurase NifS
IIFJEAJK_06380	CDS	648				hypothetical protein
IIFJEAJK_06381	CDS	330	sugE_2		COG2076	Quaternary ammonium compound-resistance protein SugE
IIFJEAJK_06382	CDS	678	gstB_3	2.5.1.18	COG0625	Glutathione S-transferase GstB
IIFJEAJK_06383	CDS	1104	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
IIFJEAJK_06384	CDS	1254	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
IIFJEAJK_06385	CDS	1248				hypothetical protein
IIFJEAJK_06386	CDS	264				hypothetical protein
IIFJEAJK_06387	CDS	3705				hypothetical protein
IIFJEAJK_06388	CDS	726	resA_4			Thiol-disulfide oxidoreductase ResA
IIFJEAJK_06389	CDS	1356				hypothetical protein
IIFJEAJK_06390	CDS	204				hypothetical protein
IIFJEAJK_06391	CDS	876				hypothetical protein
IIFJEAJK_06392	CDS	1374				hypothetical protein
IIFJEAJK_06393	CDS	1320				hypothetical protein
IIFJEAJK_06394	CDS	1236				hypothetical protein
IIFJEAJK_06395	CDS	2154	tobZ_2	6.1.2.2		nebramycin 5' synthase
IIFJEAJK_06396	CDS	936	yijE_2			putative cystine transporter YijE
IIFJEAJK_06397	CDS	870	garR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
IIFJEAJK_06398	CDS	969	prfB		COG1186	Peptide chain release factor RF2
IIFJEAJK_06399	CDS	2502	mrcA_2		COG5009	Penicillin-binding protein 1A
IIFJEAJK_06400	CDS	1248	amiC_11	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
IIFJEAJK_06401	CDS	2031				hypothetical protein
IIFJEAJK_06402	CDS	555				hypothetical protein
IIFJEAJK_06403	CDS	714	flgD_2		COG1843	Basal-body rod modification protein FlgD
IIFJEAJK_06404	CDS	219				hypothetical protein
IIFJEAJK_06405	CDS	345				hypothetical protein
IIFJEAJK_06406	CDS	177				hypothetical protein
IIFJEAJK_06407	CDS	159				hypothetical protein
IIFJEAJK_06408	CDS	222				hypothetical protein
IIFJEAJK_06409	CDS	201				hypothetical protein
IIFJEAJK_06410	CDS	978	rhaS_12			HTH-type transcriptional activator RhaS
IIFJEAJK_06411	CDS	183				hypothetical protein
IIFJEAJK_06412	CDS	1221				hypothetical protein
IIFJEAJK_06413	CDS	780				hypothetical protein
IIFJEAJK_06414	CDS	1260				hypothetical protein
IIFJEAJK_06415	CDS	1632	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
IIFJEAJK_06416	CDS	861	oxyR_3			Hydrogen peroxide-inducible genes activator
IIFJEAJK_06417	CDS	276				hypothetical protein
IIFJEAJK_06418	CDS	1575				hypothetical protein
IIFJEAJK_06419	CDS	1086	fliG		COG1536	Flagellar motor switch protein FliG
IIFJEAJK_06420	CDS	624				hypothetical protein
IIFJEAJK_06421	CDS	351				hypothetical protein
IIFJEAJK_06422	CDS	1386	atoC_2		COG2204	Regulatory protein AtoC
IIFJEAJK_06423	CDS	156				hypothetical protein
IIFJEAJK_06424	CDS	378				hypothetical protein
IIFJEAJK_06425	CDS	591	hsaB_2	1.5.1.36	COG1853	Flavin-dependent monooxygenase, reductase subunit HsaB
IIFJEAJK_06426	CDS	840	ssuB_7	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
IIFJEAJK_06427	CDS	909	ssuC_8		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
IIFJEAJK_06428	CDS	1167	msuD_3	1.14.14.5	COG2141	Methanesulfonate monooxygenase
IIFJEAJK_06429	CDS	954	ssuA_4			Putative aliphatic sulfonates-binding protein
IIFJEAJK_06430	CDS	948	ssuA_5			Putative aliphatic sulfonates-binding protein
